Customer_ID,Average_Wallet_Balance_(INR),Avg recharge value_(INR),Customer_Age,Gender,Income,City,Avg_transaction_amount_for_bill_payments_(INR),Avg_amount_of_Retail_e-commerce_payments_(INR),Average_duration_of_each_session_in_Min,Average_Transfer_Amount_(INR),No._of_P2P_transfers in a month,Average_Withdrawal_amount_(INR),CIBIL_Score,Automatic_payment_enabled,Max_Transaction_Amount_(INR),Avg_Spend_Per_Month,Automatic_payments_total_amount,Wallet_activated_at,Last_Activity_Date,"high_risk vs low_risk (1= High risk, 0= Low risk)"
CI592925,3924.16,821.29,41,M,5L-10L,Tier 1,2209.52,800,4.01,1100,6,664.66,766,No,10180,3515.52,1222,43473,44423,0
CI914979,1220.54,581.54,54,F,5L-10L,Tier 2,2572.56,350,1,1150,2,965.21,725,No,9989,3428.56,4118,43043,44493,0
CI537022,1802.67,1163.67,19,M,5L-10L,Tier 2,2739.03,600,4.01,1350,8,1444.28,574,Yes,4444,3845.03,3354,42715,44447,0
CI514811,1021.96,382.96,63,M,5L-10L,Tier 2,1231.64,250,4,1400,8,1004.14,593,Yes,4927,1987.64,2621,43296,44458,0
CI764332,936.48,297.48,18,F,<5L,Tier 1,712.22,350,2.01,4200,2,1124.61,488,Yes,4669,1568.22,1796,43373,44484,0
CI307304,5350.64,1177.91,68,M,<5L,Tier 2,2573.11,800,1,1000,8,1754.3,435,Yes,1203,3879.11,594,43156,44510,0
CI265210,1637.73,332.91,19,F,<5L,Tier 1,1121.77,2950,2.01,700,9,701.02,427,No,526,4577.77,3336,44317,44508,0
CI495334,905.884,-2.22,48,F,10L-20L,Tier 1,1000.09,891,1,1126,10,1251.09,729,No,1641,2428.09,3192,44389,44485,1
CI311392,1718.8,269.95,20,U,5L-10L,Tier 1,2997.89,900,1,1450,3,985.47,672,No,7878,4403.89,511,43355,44466,0
CI833952,1362.15,723.15,26,M,<5L,Tier 1,1932.42,500,3.01,1200,10,1670.28,878,No,3935,2938.42,1443,43983,44459,0
CI694147,1381.76,185.69,64,M,<5L,Tier 2,1618.66,4500,4,4900,3,610.26,535,No,9959,6624.66,4462,43012,44494,0
CI601355,1566.1,927.1,58,F,<5L,Tier 1,3125.14,850,1.01,1200,3,1252.53,882,Yes,10246,4481.14,2245,42914,44479,0
CI856293,1311.36,224.12,41,F,<5L,Tier 1,3072.69,500,4.01,1150,3,1316.58,523,Yes,5852,4078.69,473,44046,44495,0
CI338887,3393.76,688.69,29,M,<5L,Tier 2,2111.3,450,1,1300,1,1296.94,898,Yes,4639,3067.3,386,43596,44495,0
CI241756,1679.88,520.44,69,F,10L-20L,Tier 1,204.29,3150,4.01,1100,1,657.08,681,Yes,11680,3860.29,4168,42839,44446,0
CI896078,1230.8,591.8,69,F,<5L,Tier 1,2889.91,500,2,1450,9,1466.43,362,No,11647,3895.91,3492,44350,44442,0
CI819875,1354.7,715.7,69,M,<5L,Tier 1,2584.31,750,1.01,1400,6,911.99,783,No,1334,3840.31,737,42996,44468,0
CI131534,883.95,244.95,36,F,<5L,Tier 2,1304.41,3950,2,1450,2,762.97,834,No,1047,5760.41,3543,43310,44452,0
CI654985,2282.28,547.76,50,M,5L-10L,Tier 2,2623.88,250,4,1400,10,620.12,540,No,1167,3379.88,763,43587,44491,0
CI932630,2178.06,769.53,54,M,10L-20L,Tier 2,2764.28,950,1,1450,1,1207.11,731,No,1380,4220.28,3040,43092,44443,0
CI203289,2207.36,392.09,23,M,5L-10L,Tier 1,750.01,700,3.01,1050,9,911.87,916,No,8291,1956.01,1192,42751,44438,0
CI299672,868.679,484.97,6,M,5L-10L,Tier 1,1150.25,652,4.01,1152,10,1320.39,864,No,9335,2436.25,2367,42835,44428,1
CI129507,2063.6,712.3,61,M,<5L,Tier 1,1440.68,700,2.01,1400,5,909.22,785,No,6241,2646.68,3779,42856,44421,0
CI439586,3407.68,692.17,42,F,<5L,Tier 1,2248.98,400,2.01,1150,8,1270.83,845,No,5902,3154.98,3778,43995,44492,0
CI120684,2847.56,552.14,34,M,>20L,Tier 2,2477.44,700,3.01,1300,4,750.27,945,No,771,3683.44,1782,43662,44470,0
CI734752,1763.559,493.79,38,F,10L-20L,Tier 1,1540.85,3423,3.01,1371,2,1583.28,511,No,7642,5565.85,222,44310,44472,1
CI953686,1301.38,662.38,43,M,10L-20L,Tier 1,3215.76,800,2.01,1300,6,809.13,356,No,9528,4521.76,2988,43184,44447,0
CI187578,1100.288,321.42,42,F,5L-10L,Tier 1,1688.76,396,4,1450,4,1025.31,623,No,3346,2665.76,578,44242,44478,1
CI439226,1386.35,523.75,36,M,<5L,Tier 1,854.78,571,1,1441,3,1690.57,846,No,8545,1997.78,4205,43687,44491,1
CI483277,2857.71,739.57,59,M,<5L,Tier 1,2635.38,650,2,1050,4,615.97,459,No,680,3791.38,1390,42805,44485,0
CI272364,3375.03,912.01,53,M,5L-10L,Tier 1,2049.27,950,3.01,4200,6,996.48,591,Yes,3509,3505.27,1179,42693,44454,0
CI431339,3494.24,1427.62,41,F,<5L,Tier 3,2043.67,4750,2.01,1350,2,680.1,430,No,10142,7299.67,2602,44186,44510,0
CI342992,814.9,175.9,31,F,<5L,Tier 3,652.69,550,2,1050,10,1052.41,692,No,9690,1708.69,4034,44404,44444,0
CI724795,1849.7,605.35,43,F,10L-20L,Tier 1,1403.09,450,3,1150,1,1161.42,670,No,5138,2359.09,232,44472,44478,0
CI322825,6567.04,1482.01,68,U,<5L,Tier 2,2229.88,2100,3,1350,4,1600.57,957,Yes,7082,4835.88,2135,43796,44480,0
CI551169,4628.88,997.47,39,M,>20L,Tier 2,1376.83,250,4,1100,5,1291.78,891,No,9392,2132.83,2430,43562,44477,0
CI770833,1809.24,585.12,63,M,<5L,Tier 2,3277.47,350,4.01,1450,8,1267.76,930,No,12816,4133.47,3897,43250,44489,0
CI299709,1038.32,399.32,45,M,<5L,Tier 2,2452.76,400,2,1350,7,1797.93,608,Yes,1716,3358.76,396,43433,44502,0
CI540277,881.97,242.97,43,U,<5L,Tier 2,445.78,250,3.01,1250,7,1382.51,531,No,7122,1201.78,1034,43748,44434,0
CI653987,1197.15,186.05,39,M,>20L,Tier 1,2131.4,850,3.01,1200,3,784.44,509,Yes,4392,3487.4,1854,44434,44449,0
CI164103,2301.46,831.23,52,F,<5L,Tier 1,2821.03,700,1.01,2100,7,695.54,683,No,5513,4027.03,1233,44159,44433,0
CI634906,3738.12,774.78,41,F,10L-20L,Tier 1,616.21,450,3,1250,3,1340.82,631,No,5539,1572.21,2756,44293,44442,0
CI909630,1473.92,417.46,26,M,10L-20L,Tier 1,2781.71,150,2.01,3900,6,1809.65,986,No,1481,3437.71,3415,43274,44422,0
CI540983,2269.008,1133.22,8,M,5L-10L,Tier 1,1649.28,417,3.01,1317,10,1748.43,431,No,6114,2620.28,4434,43837,44443,1
CI568879,1969.24,332.56,45,M,5L-10L,Tier 1,2862.06,400,4,1150,3,1006.71,808,Yes,10680,3768.06,1043,43104,44461,0
CI962388,6622.76,1495.94,33,F,>20L,Tier 2,840.67,550,2.01,1350,5,1174.66,558,No,5105,1896.67,2391,44300,44431,0
CI459366,2735.88,698.96,57,F,5L-10L,Tier 3,3114.33,800,2,3850,5,789.48,940,No,11772,4420.33,4276,42959,44425,0
CI367979,1262.366,412.19,14,U,10L-20L,Tier 1,2972.03,1190,2,1554,8,1854.37,372,No,7086,4687.03,2067,43359,44447,1
CI745744,2523.62,942.31,41,M,<5L,Tier 2,2759.28,3150,4,4900,4,1618.4,631,Yes,8049,6415.28,1089,42956,44494,0
CI655633,2024.46,461.82,18,F,10L-20L,Tier 2,2374.01,700,2.01,1100,9,1316.18,897,No,12186,3580.01,3207,44275,44485,0
CI359768,2135.994,669.14,62,F,<5L,Tier 1,1046.72,591,3,1333,5,875.91,957,No,10812,2174.72,3451,43130,44453,1
CI656153,2909.73,756.91,69,M,<5L,Tier 1,793.14,800,4,1350,2,1165.55,505,No,1185,2099.14,4346,43159,44479,0
CI147789,2688.476,675.42,60,M,5L-10L,Tier 1,2993.6,827,1,1516,2,1173.02,862,No,11919,4421.6,2367,43926,44507,1
CI731865,1825.4,1186.4,65,M,10L-20L,Tier 1,2767.92,750,1.01,1050,6,1106.03,772,Yes,12458,4023.92,1507,43864,44428,0
CI964898,1338.29,699.29,68,M,10L-20L,Tier 1,2423.39,600,1.01,1050,4,624.94,425,No,10058,3529.39,1375,42712,44478,0
CI578197,1696.14,352.38,38,F,<5L,Tier 2,1921.52,450,2.01,1200,6,679.66,519,No,10121,2877.52,1576,43080,44426,0
CI873585,1227.44,294.22,20,F,<5L,Tier 2,965.35,450,3.01,1000,1,729.03,949,No,11908,1921.35,2722,43705,44483,0
CI661608,1135.73,496.73,52,M,<5L,Tier 1,3013.18,350,3,1450,5,1358.74,452,Yes,4381,3869.18,2986,43548,44444,0
CI825964,4071.96,1144.32,42,M,5L-10L,Tier 1,3057.53,450,1,1350,8,811.06,670,Yes,8445,4013.53,4116,44124,44444,0
CI684341,1336.14,697.14,33,F,>20L,Tier 2,1161.9,300,4,1300,4,895.03,607,No,9208,1967.9,1535,43405,44434,0
CI673317,1456.32,817.32,30,F,10L-20L,Tier 1,2844.89,500,4,1150,4,1353.5,510,No,9544,3850.89,3840,43480,44460,0
CI307919,5266,1156.75,60,F,<5L,Tier 3,1715.2,550,4,1000,3,1066.3,471,No,4248,2771.2,1654,43709,44448,0
CI540321,1678.02,519.51,36,F,5L-10L,Tier 2,567.41,800,4.01,1050,7,1775.58,775,No,7532,1873.41,626,43084,44510,0
CI733407,1228.563,953.09,24,M,<5L,Tier 1,2118.22,496,4,1168,1,1690.35,387,No,4607,3154.22,3691,43631,44433,1
CI499151,1332.7,346.85,61,M,5L-10L,Tier 1,3166.86,300,2.01,1050,4,1202.4,896,No,6205,3972.86,2182,43221,44459,0
CI708877,4767.12,1032.03,22,F,5L-10L,Tier 2,519.7,700,1.01,1150,5,994.81,880,No,12500,1725.7,1391,43323,44434,0
CI417990,4713.28,1018.57,49,F,5L-10L,Tier 1,984.72,300,2.01,1300,2,1595.73,619,No,3741,1790.72,999,42892,44484,0
CI877857,3618.09,993.03,55,F,10L-20L,Tier 1,2565,650,1,1250,8,1085.5,953,No,9631,3721,4001,42940,44497,0
CI125691,1407.33,768.33,50,F,5L-10L,Tier 2,2293.24,3800,3,1400,3,725.03,681,Yes,8129,6599.24,1953,44053,44490,0
CI483917,5067.75,1476.25,28,M,<5L,Tier 1,1318.92,500,1,1050,4,993.21,539,No,1784,2324.92,675,43347,44449,0
CI181669,3237.92,649.73,57,F,10L-20L,Tier 3,756.51,950,2,1200,7,1336.61,385,Yes,7750,2212.51,1791,43980,44427,0
CI850555,3561.7,1461.35,25,M,5L-10L,Tier 1,1652.52,2750,1.01,1050,3,1213.27,464,No,6377,4908.52,3088,43869,44468,0
CI577266,1178.35,539.35,42,M,5L-10L,Tier 1,3143,800,1,1250,2,1421.18,894,No,1134,4449,3689,44227,44504,0
CI348867,1937.35,1298.35,26,M,<5L,Tier 1,2741.3,350,4,1350,9,932.85,632,No,11311,3597.3,3503,43555,44505,0
CI611914,1591.76,238.19,59,M,5L-10L,Tier 1,2990.23,600,1.01,1400,6,1273.35,797,Yes,6175,4096.23,2360,43457,44494,0
CI704934,5639.72,1250.18,18,F,10L-20L,Tier 1,1620.68,850,2.01,1150,6,1200.94,877,Yes,6769,2976.68,2784,43339,44483,0
CI731738,1983.73,1344.73,29,M,<5L,Tier 1,905.2,750,1,1200,4,1524.63,726,No,3233,2161.2,2200,43830,44472,0
CI536237,1912.26,424.42,24,F,<5L,Tier 1,2386.94,450,1,1300,8,1174.69,761,No,9307,3342.94,793,44256,44493,0
CI391556,1314.56,168.89,22,F,5L-10L,Tier 1,3095.64,950,3.01,1200,3,1204.34,685,No,10377,4551.64,3203,43152,44439,0
CI394124,1836.64,1197.64,60,M,<5L,Tier 2,134.52,750,2,1050,3,1642.36,504,No,5903,1390.52,2850,43728,44487,0
CI407792,4917.72,1426.24,21,F,10L-20L,Tier 2,1405.84,750,2.01,1050,10,1111.08,491,Yes,8433,2661.84,4208,43553,44428,0
CI298654,1105.74,466.74,22,M,10L-20L,Tier 1,2059,1850,1,1350,4,1594.94,955,Yes,7995,4415,1439,43513,44440,0
CI396591,997,358,64,M,5L-10L,Tier 1,417,350,4.01,1050,6,1279.14,769,No,3404,1273,4206,42686,44448,0
CI472810,6278.84,1409.96,49,F,<5L,Tier 2,1604.31,900,3,1350,10,841.96,768,No,9238,3010.31,497,42709,44455,0
CI384239,2340.42,850.71,44,M,5L-10L,Tier 1,1310.58,750,3,1000,2,987.46,872,Yes,8016,2566.58,731,44271,44508,0
CI492853,1713.5,1074.5,26,F,<5L,Tier 1,3281.75,700,1.01,1000,4,1366.73,440,No,11885,4487.75,3912,43094,44509,0
CI137857,2746.92,1053.96,46,F,>20L,Tier 1,2148.07,500,2,1150,3,637.4,479,Yes,12349,3154.07,4193,44480,44490,0
CI897446,4763.37,1374.79,54,U,10L-20L,Tier 1,1668,850,4.01,1050,6,1791.46,783,No,5129,3024,3669,43455,44480,0
CI643911,2148.81,503.27,44,M,<5L,Tier 1,3154.89,300,1,4800,3,1098.95,563,No,12499,3960.89,1635,42778,44454,0
CI514161,2497.48,464.62,23,F,<5L,Tier 2,2908.17,800,2.01,1250,3,954.34,981,No,5733,4214.17,3668,43185,44462,0
CI735453,2282.6,410.9,40,U,>20L,Tier 1,2291.92,3700,1.01,1200,5,1087.02,457,Yes,10366,6497.92,3550,43892,44475,0
CI330676,1324.18,342.59,47,M,10L-20L,Tier 1,3274.54,550,2.01,1100,9,660.06,703,No,8626,4330.54,634,43647,44484,0
CI295830,1268.14,314.57,38,M,<5L,Tier 1,677.38,800,2.01,1350,5,1283.4,513,Yes,8381,1983.38,1969,43023,44496,0
CI529539,1977.64,334.66,59,M,>20L,Tier 1,2879.65,850,3,1150,9,1494.43,782,Yes,8092,4235.65,1735,44200,44478,0
CI156099,805.01,166.01,45,M,>20L,Tier 1,1256.3,650,3,1200,8,1413.59,875,Yes,9023,2412.3,278,43168,44480,0
CI891184,1444.28,201.32,28,U,5L-10L,Tier 1,1780.31,900,4,1100,4,1056.91,919,No,826,3186.31,4065,43767,44478,0
CI208275,2060.94,710.97,51,F,10L-20L,Tier 2,2066.88,1550,3.01,1450,1,1250.99,709,No,4726,4122.88,2781,43931,44484,0
CI524923,4699.32,1353.44,41,F,10L-20L,Tier 1,1688.79,450,4.01,1300,3,1516.1,451,Yes,9597,2644.79,2676,43050,44510,0
CI726687,2516.88,938.94,27,F,5L-10L,Tier 2,3163.35,400,4,1200,6,915.8,949,No,7458,4069.35,744,43525,44482,0
CI567449,2595.8,978.4,24,F,5L-10L,Tier 2,413.37,500,1,1150,1,1478.67,883,No,10276,1419.37,3109,43270,44425,0
CI616924,4356.33,1239.11,61,F,5L-10L,Tier 1,2078.91,300,1.01,1100,8,1004.95,442,Yes,5558,2884.91,4006,43416,44439,0
CI694363,968.32,164.66,29,M,<5L,Tier 2,2033.49,250,1.01,1000,7,1091.38,436,No,12811,2789.49,1928,43996,44469,0
CI587549,1751.55,370.85,57,M,10L-20L,Tier 1,2828.75,550,3.01,1000,1,1063.3,777,No,10009,3884.75,1433,43779,44456,0
CI654893,993.86,354.86,37,M,<5L,Tier 1,456.39,600,2.01,1150,1,1694.88,837,No,7010,1562.39,1493,42805,44496,0
CI140147,1871.88,616.44,24,U,>20L,Tier 2,97.37,800,4.01,850,9,1600.52,821,No,4119,1403.37,1730,42861,44436,0
CI695626,676.529,148.47,24,U,10L-20L,Tier 2,1749.86,521,2.01,1392,4,1765.42,721,No,5031,2890.86,3656,43539,44487,1
CI763450,2998.506,1090.86,22,M,<5L,Tier 1,2915.66,531,2.01,1259,1,1012.54,661,No,3474,4066.66,4314,43273,44473,1
CI380091,4384.76,936.44,43,U,5L-10L,Tier 1,2964.39,3200,4,1000,5,935.43,944,No,5506,6670.39,3434,43579,44463,0
CI592422,3359.18,1360.09,20,M,10L-20L,Tier 1,2851.06,600,2,1200,1,1099.35,575,No,1589,3957.06,1588,43967,44429,0
CI626682,1809.14,585.07,51,F,5L-10L,Tier 1,3204.95,950,2.01,1350,10,948.6,449,Yes,12411,4660.95,3788,42999,44471,0
CI778932,2930.634,1031.54,14,F,5L-10L,Tier 2,3105.85,883,4.01,1385,9,787.44,509,No,8138,4526.85,4321,43215,44450,1
CI860284,4874.2,1058.8,40,M,<5L,Tier 1,3027.72,600,1,1100,2,1589.2,549,No,7723,4133.72,4460,43518,44432,0
CI908496,2917.08,1139.04,34,F,<5L,Tier 1,1536.82,4350,1.01,1200,7,1078.72,902,No,7502,6392.82,2145,44489,44499,0
CI466589,3022.8,595.95,26,F,<5L,Tier 1,1518.31,750,1.01,2900,1,691.27,452,No,4811,2774.31,297,43226,44455,0
CI928809,1948.06,1309.06,57,M,<5L,Tier 3,779.47,550,3.01,1350,8,1287.93,508,No,12372,1835.47,243,43600,44507,0
CI656495,4725.4,1021.6,36,F,<5L,Tier 1,2994.69,750,3.01,1300,3,1438.3,857,No,5733,4250.69,3979,43436,44508,0
CI757965,1914.612,542.72,26,M,<5L,Tier 1,2771.44,716,3,1108,6,1589.63,530,No,2713,4070.44,1152,43173,44459,1
CI875173,4474.68,1278.56,48,F,10L-20L,Tier 2,757.81,450,1.01,1150,7,1134.71,493,No,11492,1713.81,2573,42773,44505,0
CI653176,2740.41,700.47,42,F,<5L,Tier 1,2771.73,250,4,1100,4,1459.23,731,Yes,5397,3527.73,4431,44150,44452,0
CI958001,1284.43,1057.9,59,F,>20L,Tier 1,1169.1,301,3,1378,10,1125.78,556,Yes,10743,2118.1,3408,43521,44422,1
CI369627,1745.16,276.54,54,F,5L-10L,Tier 2,1222.81,3800,2,3700,9,889.96,636,No,12463,5528.81,971,43464,44450,0
CI361421,1936.2,1297.2,65,M,<5L,Tier 1,1674.04,550,3.01,1100,9,649.6,422,No,8547,2730.04,3916,44007,44506,0
CI703098,1478.715,313.15,40,F,<5L,Tier 2,332.79,738,3,1599,10,1539.03,410,No,9536,1675.79,3670,43818,44462,1
CI184603,2042.292,428.64,24,F,>20L,Tier 1,2108.12,832,4.01,2986,8,1168.64,781,No,12289,3506.12,2793,44024,44457,1
CI814902,1248.002,1012.86,23,F,5L-10L,Tier 3,1139.17,307,3,1031,8,1316.73,934,No,8159,2035.17,3674,43885,44504,1
CI336896,2409.484,526.78,8,M,<5L,Tier 1,248.67,3283,4.01,1525,9,1381.59,444,No,11483,4056.67,944,44184,44424,1
CI595479,1947.19,1308.19,31,F,<5L,Tier 2,1665.83,300,2.01,1300,8,776.27,939,No,2798,2471.83,2694,43545,44459,0
CI794031,950.32,155.66,30,M,5L-10L,Tier 1,766.6,900,3,1400,7,873.72,939,Yes,4741,2172.6,1922,44258,44466,0
CI351394,4283.34,1214.78,66,F,<5L,Tier 1,2297.6,350,3,1450,4,1330.33,643,No,6772,3153.6,1335,43712,44481,0
CI994879,1323.2,171.05,45,M,<5L,Tier 2,2740.89,1800,3,1350,7,1013.25,890,No,2049,5046.89,583,43929,44494,0
CI486343,3606.33,989.11,64,M,>20L,Tier 2,706.93,250,3,1050,2,1317.47,654,No,6306,1462.93,2748,44025,44436,0
CI552544,1388.84,749.84,66,F,5L-10L,Tier 1,144.07,250,3.01,1450,3,1504.71,690,Yes,12080,900.07,4006,42999,44476,0
CI644095,2960.28,1160.64,18,F,5L-10L,Tier 2,2838.03,400,1,1400,7,706.65,733,No,3870,3744.03,1618,43151,44483,0
CI710758,6135.64,1374.16,26,M,<5L,Tier 1,1668.57,600,1.01,1250,9,1380.19,665,Yes,8935,2774.57,2902,44125,44465,0
CI353721,2348.72,854.86,30,M,<5L,Tier 1,1318.37,300,1,1100,4,1036.11,751,No,5777,2124.37,2021,43174,44503,0
CI934903,2125.256,1018.54,29,F,5L-10L,Tier 2,108.59,2722,2.01,1245,7,1242.08,560,No,10261,3378.59,2223,44254,44436,1
CI759835,6423.4,1446.1,28,M,<5L,Tier 2,2885.5,350,1.01,1100,10,1109.68,722,Yes,9994,3741.5,1033,42877,44485,0
CI143348,1353.11,714.11,36,M,<5L,Tier 3,901.93,800,4.01,1350,5,1777.74,800,No,9309,2207.93,215,43336,44463,0
CI972187,5524.48,1221.37,54,M,<5L,Tier 2,3236.89,450,3.01,1200,4,1498.82,451,Yes,12192,4192.89,3538,44335,44478,0
CI294084,1323.15,684.15,46,M,10L-20L,Tier 2,2273.11,300,3.01,1350,4,843.11,744,No,6964,3079.11,1030,42915,44460,0
CI156358,4669.02,1343.34,45,F,<5L,Tier 2,2410.92,900,2,1300,1,1470.85,817,Yes,5517,3816.92,4076,44110,44489,0
CI946375,2544.51,635.17,46,U,<5L,Tier 1,1767.37,950,1.01,1300,1,1464,944,No,6622,3223.37,1110,44503,44513,0
CI504027,1996.5,452.5,29,F,5L-10L,Tier 2,280.22,200,2,1300,8,731.05,817,No,5627,986.22,2431,42694,44496,0
CI788935,3961.32,830.58,60,U,5L-10L,Tier 2,2279.4,300,1,1200,2,660.23,484,Yes,6730,3085.4,2818,43079,44450,0
CI253205,2812.95,984.5,45,M,<5L,Tier 1,1554.97,896,2,1102,9,1163.95,702,No,7890,3057.97,4242,44291,44504,1
CI209890,1039.49,400.49,41,M,<5L,Tier 3,1263.18,800,3.01,1400,1,1143.1,640,No,9099,2569.18,4164,43668,44422,0
CI145482,3843.24,801.06,38,M,10L-20L,Tier 1,197,300,1.01,1300,7,675.43,794,Yes,11324,1003,2802,44078,44452,0
CI819387,1180.35,541.35,26,U,<5L,Tier 2,2368.28,650,1.01,350,9,965.19,924,No,2821,3524.28,1783,43918,44490,0
CI157297,878.03,239.03,40,M,5L-10L,Tier 2,1240.03,300,4.01,1000,8,1032.47,505,No,3026,2046.03,4335,43043,44488,0
CI198656,4952.79,1437.93,24,F,<5L,Tier 2,2729.62,850,1,1300,2,967.01,500,Yes,11935,4085.62,4456,43853,44496,0
CI599750,1519.76,440.38,41,M,<5L,Tier 2,911.58,400,2,1100,6,1272.87,676,No,10724,1817.58,822,43091,44476,0
CI482623,2039.78,1400.78,52,M,<5L,Tier 2,3233.29,450,1.01,1300,1,1474.19,560,No,1235,4189.29,3261,43955,44469,0
CI793215,1101.39,462.39,29,M,<5L,Tier 1,2048.57,550,3,3350,1,1439.43,968,No,3941,3104.57,1373,43635,44433,0
CI844723,2617.53,659.51,32,M,<5L,Tier 2,2784.13,450,4.01,1100,3,753,678,No,10681,3740.13,1595,43971,44494,0
CI712280,3564.1,1462.55,28,M,<5L,Tier 1,2623.74,650,4.01,1350,9,1123.03,785,No,10599,3779.74,1492,44111,44477,0
CI593886,3823.62,1061.54,45,M,5L-10L,Tier 1,1830.22,4950,4.01,1500,6,854.46,540,No,5489,7286.22,4168,42973,44454,0
CI907082,900.24,261.24,23,M,<5L,Tier 2,2390.03,850,1.01,1350,1,812.86,608,No,12666,3746.03,565,44101,44505,0
CI994876,2025.69,1386.69,42,F,5L-10L,Tier 2,1326.31,400,4.01,1150,9,1314.24,492,No,6324,2232.31,721,43954,44500,0
CI120465,5205.04,1141.51,46,F,10L-20L,Tier 2,1610.6,600,4,1250,3,1210.97,707,Yes,5185,2716.6,1542,42997,44509,0
CI525443,976.7,337.7,39,U,<5L,Tier 1,1646.96,800,1,1150,4,892.49,779,No,5738,2952.96,2246,44052,44449,0
CI748507,1571.16,466.08,32,M,<5L,Tier 1,2778.34,600,3,1100,10,1413.33,746,No,2956,3884.34,854,43255,44462,0
CI606667,859.01,220.01,24,F,<5L,Tier 1,1602.01,300,2,1000,5,1491.84,941,Yes,12093,2408.01,2350,43808,44506,0
CI309735,911.246,529.78,26,F,>20L,Tier 2,320.68,761,3.01,1179,2,1192.42,521,No,8820,1687.68,646,43163,44472,1
CI479455,2102.48,731.74,51,M,<5L,Tier 1,2738.92,3300,2.01,1300,3,1417.31,609,No,4314,6544.92,3429,43676,44429,0
CI162833,1309.78,335.39,20,M,<5L,Tier 1,959.32,900,4.01,1200,9,1015.22,808,No,11043,2365.32,3556,44326,44449,0
CI590250,2006.84,341.96,27,F,10L-20L,Tier 1,1332.32,800,3.01,950,9,1238.11,701,Yes,623,2638.32,2846,44350,44433,0
CI118195,5852.52,1303.38,61,F,10L-20L,Tier 1,2405.78,600,4,1100,6,1496.33,635,No,11461,3511.78,3221,43036,44500,0
CI696071,6193.44,1388.61,44,F,<5L,Tier 3,3260.15,1400,2,1150,9,1630.41,820,No,3988,5166.15,4498,43125,44460,0
CI350345,2421.2,445.55,63,F,>20L,Tier 2,2303.84,950,3.01,800,1,623.57,670,No,4258,3759.84,3425,43139,44477,0
CI208711,1149.645,843.35,48,F,10L-20L,Tier 2,3119.97,340,4.01,1589,5,1617.71,814,No,10085,4028.97,3516,43593,44449,1
CI662155,1137.8,124.7,48,F,5L-10L,Tier 1,798.49,600,1.01,1350,6,1302.33,818,No,3853,1904.49,3793,44077,44427,0
CI362927,2158.14,506.38,68,F,5L-10L,Tier 1,710.07,250,4,1000,3,1719.47,974,No,5298,1466.07,2751,44205,44471,0
CI687763,1446.52,807.52,46,F,5L-10L,Tier 1,1358.59,600,1,1450,5,1252.46,903,No,6554,2464.59,1995,44307,44476,0
CI181018,1538.12,449.56,27,M,5L-10L,Tier 1,1201.51,550,4,1000,7,1288.34,651,No,5097,2257.51,2911,43914,44496,0
CI661454,3844.24,801.31,43,M,<5L,Tier 2,498.06,900,1,1950,5,1500.2,444,No,1825,1904.06,4420,44381,44485,0
CI348783,1476.132,1325.76,19,M,10L-20L,Tier 2,691.26,889,1,1132,9,1424.75,759,No,5319,2112.26,3793,44347,44461,1
CI839331,1003.98,121.66,58,M,10L-20L,Tier 1,502.73,4900,2,1050,10,995.41,680,Yes,1271,5908.73,1711,43907,44445,0
CI251479,3555.74,1458.37,53,M,<5L,Tier 1,701.84,450,2.01,1150,1,1000.43,551,No,5315,1657.84,3511,43426,44472,0
CI760863,1619.394,368.14,40,M,>20L,Tier 2,1249.46,665,1.01,1534,1,841.75,542,No,10516,2525.46,2179,42704,44480,1
CI794212,3432.66,931.22,39,F,5L-10L,Tier 2,2936.64,1000,2.01,1300,7,1496.78,778,No,7205,4442.64,1333,43624,44493,0
CI168287,2889.04,562.51,18,M,10L-20L,Tier 1,1257.18,2000,4,1350,1,1290.05,565,No,4483,3763.18,4216,42913,44471,0
CI192466,1705.22,533.11,35,M,5L-10L,Tier 2,1048.16,900,3.01,1250,4,1025.07,971,No,1424,2454.16,3199,43253,44498,0
CI589735,1219.057,995.51,29,F,<5L,Tier 2,655.35,988,2,1317,4,1242.34,403,No,6260,2222.35,881,43971,44495,1
CI677332,2149.48,377.62,24,U,<5L,Tier 1,2857.85,450,2.01,1850,2,872.06,432,Yes,925,3813.85,2842,42772,44472,0
CI144518,1341.487,1088.41,28,M,<5L,Tier 1,212.23,940,4.01,4839,10,1865.34,419,Yes,5352,1766.23,2914,43368,44491,1
CI176087,3307.23,889.41,24,M,<5L,Tier 1,2137.27,750,2,1150,4,1269.3,671,Yes,11738,3393.27,1956,43998,44422,0
CI856788,3035.58,1198.29,32,U,5L-10L,Tier 2,2798.02,950,1,1200,9,1111.83,571,No,11334,4254.02,476,42723,44510,0
CI473390,2828.01,729.67,54,F,5L-10L,Tier 2,2078.28,300,4,2000,3,1805.61,1011,No,9864,2884.28,1639,44010,44425,0
CI298684,5090.7,1483.9,55,F,>20L,Tier 3,2291.11,500,2,4000,6,1527.07,368,Yes,8278,3297.11,2258,44046,44438,0
CI436078,2803.94,1082.47,66,F,5L-10L,Tier 1,1469.43,400,3,2000,5,1181.98,945,No,10993,2375.43,3448,42707,44494,0
